price,beds,baths,prop_type,address,link,is_shared,room_type_single,room_type_double,room_type_twin,room_type_shared
2800.0,3,2.0,House,"Huntstown Glen, Mulhuddart, Blanchardstown, Dublin 15",,0,0,0,0,0
3588.0,4,3.0,House,"Port A Glin House, Westmanstown Road, Lucan, Co. Dublin",,0,0,0,0,0
2200.0,2,2.0,Apartment,"Fernleigh Drive, Castleknock, Dublin 15",,0,0,0,0,0
2400.0,3,1.0,House,"Sundale Road, Tallaght, Dublin 24",,0,0,0,0,0
2300.0,2,2.0,Apartment,"Crofton Hall, Carpenterstown, Dublin 15",,0,0,0,0,0
1758.0,1,1.0,House,"25 Belgrave Court, Mountpleasant Avenue Upper, Ranelagh, Dublin 6",,0,0,0,0,0
1653.0,2,1.0,Apartment,"Apartment 21, Block B Allendale Court, Clonsilla, Dublin 15",,0,0,0,0,0
6150.0,4,3.0,House,"19 Glenara, Kincora Road",,0,0,0,0,0
4203.0,3,2.0,Apartment,"Apartment 19, Harcourt Mews, Portobello, Dublin 8",,0,0,0,0,0
2650.0,2,2.0,Apartment,"Danehill, Phoenix Park Avenue, Castleknock, Dublin 15",,0,0,0,0,0
1850.0,1,1.0,Apartment,"Apartment A, Churchview, Navan Road (D7), Dublin 7",,0,0,0,0,0
2650.0,2,2.0,Apartment,"Apartment 203 , Block F, Ashbrook, Dublin 3",,0,0,0,0,0
2850.0,2,2.0,Apartment,"Southmede, Ballinteer Road, Dundrum, Dublin 16",,0,0,0,0,0
2700.0,3,2.0,Apartment,"23 Main Street, Clongriffin, Dublin 13",,0,0,0,0,0
2750.0,3,2.0,Apartment,"Apartment 137 , Rockview, Sandyford, Dublin 18",,0,0,0,0,0
4000.0,5,3.0,House,"7 Manorfields Walk, Dublin 15, Hartstown, Dublin 15",,0,0,0,0,0
2500.0,2,1.0,House,"1 Glebe View, Dublin 11, Finglas, Dublin 11",,0,0,0,0,0
2600.0,2,2.0,Apartment,"Millrace Road, Phoenix Park Racecourse, Castleknock, Dublin 15",,0,0,0,0,0
1948.0,2,1.0,Apartment,"Danesfort, Clontarf, Dublin 3",,0,0,0,0,0
1950.0,2,1.0,House,"Cherrywood Grove, Clondalkin, Dublin 22",,0,0,0,0,0
1950.0,1,1.0,Apartment,"Block A, Smithfield Gate, Smithfield, Dublin 7",,0,0,0,0,0
3500.0,3,3.0,House,"3 Springfield Green, Dublin 6w, Templeogue, Dublin 6W",,0,0,0,0,0
1250.0,1,1.0,Apartment,"Flat 3, 14 Grosvenor Road, Rathgar, Dublin 6",,0,0,0,0,0
2305.0,1,1.0,House,"The Coach House, 11 Stephen's Place, Dublin 2",,0,0,0,0,0
1602.0,2,1.0,Apartment,"39 Belfry Manor, Citywest, Co. Dublin",,0,0,0,0,0
3548.0,5,2.0,House,"7 Castlewood Park, Dublin 6, Rathmines, Dublin 6",,0,0,0,0,0
2100.0,1,1.0,Apartment,"8 Riverside Apartments, Milltown Road, Milltown, Dublin 6",,0,0,0,0,0
1650.0,1,1.0,Apartment,"Flat 1, 14 Grosvenor Road, Rathgar, Dublin 6",,0,0,0,0,0
1600.0,2,1.0,Apartment,"Apartment 6, 2 Eaton Square, Monkstown, Co. Dublin",,0,0,0,0,0
1500.0,1,1.0,Apartment,"Flat 4, 14 Grosvenor Road, Rathgar, Dublin 6",,0,0,0,0,0
1650.0,1,1.0,Apartment,"Flat 1, 19 Cabra Park, Phibsborough, Dublin 7",,0,0,0,0,0
3275.0,4,1.0,House,"21 Saint Luke's Crescent, Milltown, Dublin 14",,0,0,0,0,0
2400.0,2,1.0,House,"32 Kickham Road, Dublin 8, Inchicore, Dublin 8",,0,0,0,0,0
1676.0,1,1.0,Apartment,"18 Manor Place, Ongar Village, Ongar, Dublin 15",,0,0,0,0,0
1719.0,1,1.0,Apartment,"Apartment 2, 6 Chelmsford Road, Ranelagh, Dublin 6",,0,0,0,0,0
3500.0,3,1.0,House,"58 Copeland Avenue, Clontarf, Dublin 3",,0,0,0,0,0
2100.0,2,2.0,Apartment,"Gracepark Manor, Drumcondra, Dublin 3",,0,0,0,0,0
1408.0,0,0.0,Studio,"Rathgar Road, Rathgar, Dublin 6",,0,0,0,0,0
1951.0,2,1.0,House,"45 Coldwell Street, Glasthule, Co. Dublin",,0,0,0,0,0
2450.0,2,2.0,Apartment,"Apartment 94, Ridge Hall, Ballybrack, Co. Dublin",,0,0,0,0,0
2488.0,2,1.0,House,"120 Saint Columbanus' Road, Dundrum, Windy Arbour, Dublin 14",,0,0,0,0,0
3500.0,4,3.0,House,"Carrickmines Manor, Carrickmines, Dublin 18",,0,0,0,0,0
2400.0,1,1.0,Apartment,"Apartment 33, The Bay, Dublin 4",,0,0,0,0,0
2848.0,2,2.0,Apartment,"8 Ballsbridge Gardens, Crampton Avenue, Ballsbridge, Dublin 4",,0,0,0,0,0
2352.0,2,2.0,Apartment,"Apartment 16, Corrig Hall, Ticknock, Co. Dublin",,0,0,0,0,0
5000.0,4,3.0,House,"4 Brighton Place, Dublin 18, Foxrock, Dublin 18",,0,0,0,0,0
1780.0,1,1.0,Apartment,"Apartment 11, Sion House, Tyrone Court, Dublin 8",,0,0,0,0,0
1950.0,2,1.0,Apartment,"Block B, Ashbrook, Howth Road, Clontarf, Dublin 3",,0,0,0,0,0
2290.0,2,2.0,Apartment,"City Square, Dublin 2",,0,0,0,0,0
1750.0,1,1.0,Apartment,"Apartment 111, The Cedars, Carrington Park, Santry, Dublin 9",,0,0,0,0,0
2985.0,2,3.0,Apartment,"Block 9, Grand Canal Square Residences, Dublin 2",,0,0,0,0,0
2257.0,2,1.0,Apartment,"Block D, Ashbrook, Howth Road, Clontarf, Dublin 3",,0,0,0,0,0
2930.0,2,1.0,Apartment,"Block 4, Grand Canal Square Residences, Grand Canal Dock, Dublin 2",,0,0,0,0,0
1700.0,0,0.0,Studio,"Apartment 18, The School Yard, Dublin 1",,0,0,0,0,0
3300.0,2,2.0,Apartment,"Apartment 28, Tara View, Dublin 4",,0,0,0,0,0
5000.0,3,2.0,House,"73 Shrewsbury, Ballsbridge, Dublin 4, Ballsbridge, Dublin 4",,0,0,0,0,0
5000.0,3,2.0,House,"Shrewsbury, Dublin 4, Sandymount, Dublin 4",,0,0,0,0,0
2500.0,2,1.0,Apartment,"Burnell Square, Mayne River Way, Malahide Road, Darndale, Dublin 17",,0,0,0,0,0
2400.0,2,2.0,Apartment,"Maple, Grattan Wood, Clongriffin, Dublin 13",,0,0,0,0,0
2900.0,2,2.0,Apartment,"Apartment 13, Prospect Bay, Mount Prospect Avenue, Clontarf, Dublin 3",,0,0,0,0,0
2750.0,2,1.0,Apartment,"Apartment 12 , Finsbury House, Ballsbridge, Dublin 4",,0,0,0,0,0
3750.0,3,3.0,House,"14 Glencairn Crescent, The Gallops, Leopardstown, Dublin 18",,0,0,0,0,0
2800.0,2,1.0,House,"62 Carlingford Parade, Dublin 2, Grand Canal Dock, Dublin 2",,0,0,0,0,0
2800.0,2,2.0,House,"44 Doris Street, Dublin 4, Grand Canal Dock, Dublin 4",,0,0,0,0,0
1675.0,0,0.0,Studio,"Rathmines Road Lower, Rathmines, Dublin 6",,0,0,0,0,0
3500.0,2,2.0,Apartment,"Dartry House, Dartry, Dublin 6",,0,0,0,0,0
4950.0,2,3.0,Apartment,"Apartment 3 , Dartry House, Dartry, Dublin 6",,0,0,0,0,0
2950.0,1,1.0,Apartment,"Apartment 6 , Dartry House, Dartry, Dublin 6",,0,0,0,0,0
1389.0,0,0.0,Studio,"Old Kilmainham, Kilmainham, Dublin 8",,0,0,0,0,0
2100.0,1,1.0,Apartment,"Rathgar Avenue, Rathgar, Dublin 6",,0,0,0,0,0
2100.0,1,1.0,Apartment,"Rathgar Avenue, Rathgar, Dublin 6",,0,0,0,0,0
935.0,0,0.0,Studio,"South Circular Road, Dublin 8, South Circular Road, Dublin 8",,0,0,0,0,0
2400.0,2,2.0,Apartment,"Apt 105, Rathborne Drive, D15 VX06, Ashtown, Dublin 15",,0,0,0,0,0
1850.0,1,1.0,Apartment,"Apt 39, Clearwater Court North, D15 RC92",,0,0,0,0,0
1795.0,1,1.0,Apartment,"Apt 86, The Chandler Arran Quay, D07 DX80, Smithfield, Dublin 7",,0,0,0,0,0
2450.0,2,1.0,Apartment,"Apt 69, Stewart Hall, Ryders Row, D01 RF83, Dublin 1",,0,0,0,0,0
2295.0,2,1.0,Apartment,"35 The Square, Larch Hill, D17 Y006, Santry, Dublin 9",,0,0,0,0,0
2700.0,2,1.0,House,"53 Lansdowne Village, Sandymount, Sandymount, Dublin 4",,0,0,0,0,0
6000.0,3,3.0,Apartment,"Apartment 26, Alto Vetro, Grand Canal Dock, Dublin 2",,0,0,0,0,0
2800.0,2,2.0,Apartment,"Apartment 3, Rookstown,Howth,Co.Dublin, Howth, Dublin 13",,0,0,0,0,0
2700.0,2,2.0,Apartment,"Danehill, Phoenix Park Racecourse, Dublin 15",,0,0,0,0,0
1760.0,1,1.0,Apartment,"Arran Quay, Dublin 7",,0,0,0,0,0
3130.0,2,2.0,Apartment,"Westland Square, Pearse Street, Dublin 2",,0,0,0,0,0
3000.0,2,2.0,Apartment,"Danehill, Phoenix Park Racecourse, Dublin 15",,0,0,0,0,0
2750.0,2,1.0,House,"Foxrock Avenue, Dublin 18, Foxrock, Dublin 18",,0,0,0,0,0
2200.0,1,1.0,Apartment,"Block C, Hanover Dock, Hanover Quay, Dublin 2",,0,0,0,0,0
2750.0,2,1.0,House,"Foxrock Avenue, Dublin 18, Foxrock, Dublin 18",,0,0,0,0,0
6500.0,3,3.0,House,"Elton Mews, Elton Court, Sandycove, Co. Dublin",,0,0,0,0,0
3300.0,2,2.0,Apartment,"Apartment, Shrewsbury Square, Sandymount, Dublin 4",,0,0,0,0,0
2400.0,2,1.0,Apartment,"Gandon House, IFSC, Dublin 1",,0,0,0,0,0
4350.0,3,2.0,Apartment,"Apartment, The Clayton, The Gasworks, Grand Canal Dock, Dublin 4",,0,0,0,0,0
2550.0,2,1.0,Apartment,"Cranmer Place, Cranmer Lane, Grand Canal Dock, Dublin 4",,0,0,0,0,0
3045.0,2,2.0,Apartment,"Apartment, Shrewsbury Square, Sandymount, Dublin 4",,0,0,0,0,0
4000.0,4,2.0,House,"Grangefield, Rathfarnham, Ballinteer, Dublin 16",,0,0,0,0,0
3500.0,2,2.0,Apartment,"Quayside Quarter, North Landings, D1, IFSC, Dublin 1",,0,0,0,0,0
2400.0,2,1.0,Apartment,"Gandon House, IFSC, Dublin 1",,0,0,0,0,0
4350.0,3,2.0,Apartment,"Apartment, The Clayton, The Gasworks, Grand Canal Dock, Dublin 4",,0,0,0,0,0
2550.0,2,1.0,Apartment,"Cranmer Place, Cranmer Lane, Grand Canal Dock, Dublin 4",,0,0,0,0,0
3045.0,2,2.0,Apartment,"Apartment, Shrewsbury Square, Sandymount, Dublin 4",,0,0,0,0,0
4000.0,4,2.0,House,"Grangefield, Rathfarnham, Ballinteer, Dublin 16",,0,0,0,0,0
3500.0,2,2.0,Apartment,"Quayside Quarter, North Landings, D1, IFSC, Dublin 1",,0,0,0,0,0
2600.0,2,2.0,Apartment,"Apartment 20, Clonbern, Phoenix Park Avenue, Navan Road (D7), Dublin 7",,0,0,0,0,0
2650.0,3,1.0,Apartment,"2, 30 Main Street, Chapelizod, Dublin 20",,0,0,0,0,0
3600.0,2,2.0,Apartment,"Ailesbury Court, Ailesbury Road, Donnybrook, Dublin 4",,0,0,0,0,0
4770.0,4,2.0,House,"21 Cullenswood Gardens, Dublin 6, Ranelagh, Dublin 6",,0,0,0,0,0
3300.0,1,1.0,Apartment,"The Gardens, Merrion, Dublin 4",,0,0,0,0,0
3800.0,2,2.0,Apartment,"Apartment, Malton, Donnybrook, Dublin 4",,0,0,0,0,0
6439.0,3,2.0,House,"Waterloo Lane, Dublin 4, Ballsbridge, Dublin 4",,0,0,0,0,0
4200.0,2,1.0,Apartment,"Sandymount Green, Dublin 4, Sandymount, Dublin 4",,0,0,0,0,0
3350.0,4,1.0,House,"Sycamore Grove, Westminster Park, Foxrock, Dublin 18",,0,0,0,0,0
3000.0,2,1.0,Apartment,"Flat 4, 11 Percy Place, Dublin 4",,0,0,0,0,0
4000.0,4,3.0,House,"Outfarm Wood, Dublin 15, Castleknock, Dublin 15",,0,0,0,0,0
1700.0,1,1.0,Apartment,"Mellor Court, Dublin 1",,0,0,0,0,0
2128.0,1,1.0,Apartment,"Apartment, Wellington Lodge, Sandymount, Dublin 4",,0,0,0,0,0
3063.0,2,2.0,Apartment,"The Crofton, Dun Laoghaire, Co. Dublin",,0,0,0,0,0
3500.0,2,2.0,Apartment,"L'Oasi, Marino House, 52 Glasthule Road, Glasthule, Glasthule, Co. Dublin",,0,0,0,0,0
2250.0,2,1.0,Apartment,"Apartment 8b, Avalon, Burrow Road, Sutton, Dublin 13",,0,0,0,0,0
5145.0,5,4.0,House,"CHESTNUT COURT, COLLINSWOOD, BEAUMONT DUBLIN 9, Beaumont, Dublin 9",,0,0,0,0,0
3000.0,3,1.0,House,"12 Shandon Gardens, Dublin 7, Phibsborough, Dublin 7",,0,0,0,0,0
2500.0,2,1.0,Apartment,"24 Hibernia, De Vesci Court, The Slopes, Monkstown, Co. Dublin",,0,0,0,0,0
1706.0,1,1.0,Apartment,"Ground Floor 1 Bed Apartment, Blackhall Square, Smithfield, Dublin 7",,0,0,0,0,0
4525.0,4,4.0,House,"4 Bed House, Hawthorn, Bird Avenue, Windy Arbour, Dublin 14",,0,0,0,0,0
2500.0,2,2.0,Apartment,"2 Bedroom Apartment, Kingston Hall, Harold's Grange Road, Sandyford, Dublin 18",,0,0,0,0,0
2650.0,2,2.0,Apartment,"Spencer Dock, IFSC, Dublin 1, East Wall, Dublin 3",,0,0,0,0,0
4500.0,4,4.0,House,"16 Clay Farm Park, Dublin 18, Leopardstown, Dublin 18",,0,0,0,0,0
2500.0,1,2.0,Apartment,"Flat 1, Sarrett, Violet Hill, Church Road, Killiney, Co. Dublin",,0,0,0,0,0
3550.0,2,2.0,Apartment,"Apartment 19, The Gate House, Gordon Place, Dublin 2",,0,0,0,0,0
3821.0,3,2.0,Apartment,"Apartment 17, Lock House 2, Charlemont Lane, Dublin 2",,0,0,0,0,0
3471.0,2,2.0,Apartment,"Apartment 14, Lock Gate 4, Charlemont Lane, Dublin 2",,0,0,0,0,0
3600.0,2,2.0,Apartment,"Apartment 3, Lock Gate 1, Gordon Place, Dublin 2",,0,0,0,0,0
1500.0,0,0.0,Studio,"South Circular Road, Dublin 8",,0,0,0,0,0
3422.0,2,2.0,Apartment,"Castle Way, Golden Lane , Dublin 8",,0,0,0,0,0
1650.0,0,0.0,Studio,"Grove Park, Rathmines, Dublin 6",,0,0,0,0,0
2360.0,2,1.0,Apartment,"Dunville Avenue, Dublin 6, Ranelagh, Dublin 6",,0,0,0,0,0
1700.0,1,1.0,Apartment,"South Circular Road, Rialto, Dublin 8",,0,0,0,0,0
1450.0,0,0.0,Studio,"South Circular Road, Rialto, Dublin 8",,0,0,0,0,0
2500.0,2,1.0,Apartment,"Shelbourne Village, Grand Canal Dock, Dublin 4",,0,0,0,0,0
2600.0,2,1.0,House,"The Poplars, Monkstown Valley, Monkstown, Monkstown, Co. Dublin",,0,0,0,0,0
1550.0,0,0.0,Studio,"South Circular Road, South Circular Road, Dublin 8",,0,0,0,0,0
1734.0,1,1.0,Apartment,"Gardiner Place, Dublin 1",,0,0,0,0,0
1600.0,0,0.0,Studio,"Cabra Road, Dublin 7, North Circular Road, Dublin 7",,0,0,0,0,0
2100.0,1,1.0,Apartment,"Gordon Street, Dublin 4",,0,0,0,0,0
2000.0,1,1.0,Apartment,"Kimmage Road Lower, Harold's Cross, Dublin 6W",,0,0,0,0,0
3300.0,2,1.0,Apartment,"6A Merrion Road, Ballsbridge, Dublin 4",,0,0,0,0,0
2350.0,2,1.0,Apartment,"Apartment 47 , Eaglewood, Rochestown Avenue, Sallynoggin, Co. Dublin",,0,0,0,0,0
2500.0,2,2.0,Apartment,"89 Oak House, Red Arches Drive, Baldoyle, Dublin 13",,0,0,0,0,0
1749.0,1,1.0,Apartment,"Apartment 1, 191 Clonliffe Road, Drumcondra, Dublin 3",,0,0,0,0,0
2300.0,2,2.0,Apartment,"Apartment 3, 108 Philipsburgh Avenue, Phibsborough, Dublin 7",,0,0,0,0,0
3000.0,3,2.0,Apartment,"1 Saint Finbarr'S Close, Dublin 12, Greenhills, Dublin 12",,0,0,0,0,0
2700.0,3,1.0,House,"69 Sundale Avenue, Dublin 24, Tallaght, Dublin 24",,0,0,0,0,0
1604.0,1,1.0,Apartment,"Apartment 6, Mobhi Court, Glasnevin, Dublin 9",,0,0,0,0,0
3465.0,3,2.0,House,"Apartment 144, The Berkeley Block, Pembroke Square, Grand Canal Dock, Dublin 4",,0,0,0,0,0
3000.0,3,2.0,House,"1 Saint Finbarr'S Close, Dublin 12, Greenhills, Dublin 12",,0,0,0,0,0
3465.0,3,2.0,Apartment,"Apartment 144, The Berkeley Block, Pembroke Square, Grand Canal Dock, Dublin 4",,0,0,0,0,0
1604.0,1,1.0,House,"Apartment 6, Mobhi Court, Glasnevin, Dublin 9",,0,0,0,0,0
1749.0,1,1.0,Apartment,"No 1, 191 Clonliffe Road, Drumcondra, Dublin 3",,0,0,0,0,0
8250.0,3,4.0,House,"62 Ranelagh Road, Dublin 6, Ranelagh, Dublin 6",,0,0,0,0,0
4053.0,2,2.0,Apartment,"10 Leeson Court, Leeson Street Upper",,0,0,0,0,0
6500.0,4,3.0,House,"2 Avoca Grove, Grove Avenue, Blackrock, Co. Dublin",,0,0,0,0,0
3000.0,3,1.0,House,"17 Meadow Grove, Churchtown, Dublin 14",,0,0,0,0,0
1927.0,2,1.0,Apartment,"19 The Moorings, Fitzwilliam Quay, Irishtown, Dublin 4",,0,0,0,0,0
2900.0,3,1.0,House,"The Lodge, Carysfort Avenue, Blackrock, Co. Dublin",,0,0,0,0,0
2500.0,2,2.0,Apartment,"Apartment 27, Kilcross Square, Sandyford, Dublin 18",,0,0,0,0,0
1795.0,1,1.0,Apartment,"Prussia St, Stoneybatter, Dublin 7",,0,0,0,0,0
3500.0,4,1.0,House,"83 Mountain View Park, Dublin 14, Churchtown, Dublin 14",,0,0,0,0,0
2600.0,2,1.0,House,"39 Beaufield Park, Stillorgan, Mount Merrion, Co. Dublin",,0,0,0,0,0
6047.0,5,4.0,House,"2 Dalkey Rock, Dalkey, Co. Dublin",,0,0,0,0,0
2500.0,2,2.0,Apartment,"Blackthorn Hall, Blackglen Road, Ticknock Pk, Sandyford, Dublin 18",,0,0,0,0,0
2100.0,1,1.0,Apartment,"Short let only - The Cubes 6, Sandyford, Dublin 18",,0,0,0,0,0
2750.0,2,2.0,House,"Westminster Mews, Foxrock, Dublin 18",,0,0,0,0,0
4000.0,2,2.0,Apartment,"The Court, Station Road, Killiney, Co. Dublin",,0,0,0,0,0
2960.0,2,2.0,Apartment,"Booterstown Hall, Booterstown, Co. Dublin",,0,0,0,0,0
1450.0,1,1.0,Apartment,"16 Cabra Road, Dublin 7",,0,0,0,0,0
2400.0,2,1.0,Apartment,"Drumcondra Road Lower, Drumcondra, Dublin 9",,0,0,0,0,0
2533.0,2,1.0,Apartment,"25 Wolfe Tone Street, Dublin 1",,0,0,0,0,0
2750.0,2,2.0,Apartment,"Heuston South Quarter, Kilmainham, Dublin 8",,0,0,0,0,0
4350.0,4,2.0,House,"Sandymount Castle Drive, Dublin 4, Sandymount, Dublin 4",,0,0,0,0,0
6250.0,6,4.0,House,"Pavilion Gate, Dublin 18, Foxrock, Dublin 18",,0,0,0,0,0
1418.0,0,0.0,Studio,"Apartment 8 , 607 North Circular Road, Ballybough, Dublin 3",,0,0,0,0,0
4490.0,4,3.0,House,"10 The Nurseries, Taney Road, Dundrum, Dublin 14",,0,0,0,0,0
2600.0,2,3.0,Apartment,"14 Thorncliffe, Dundrum Road, Dublin 14",,0,0,0,0,0
2000.0,2,2.0,Apartment,"Amberwood, Blanchardstown, Dublin 15",,0,0,0,0,0
2185.0,2,1.0,Apartment,"Apartment 3, 66 Rathmines Road Upper, Rathgar, Dublin 6",,0,0,0,0,0
3000.0,3,1.0,Apartment,"Apartment 4, 27 North Circular Road, North Circular Road, Dublin 7",,0,0,0,0,0
1425.0,0,0.0,Studio,"Apartment 1, 39 Richmond Street South, Dublin 2",,0,0,0,0,0
2075.0,2,1.0,Apartment,"2, 137 Harold's Cross Road, Harold's Cross, Dublin 6W",,0,0,0,0,0
1350.0,0,0.0,Studio,"Apartment 3, 24 Chelmsford Road, Ranelagh, Ranelagh, Dublin 6",,0,0,0,0,0
2000.0,0,0.0,Studio,"Rathmines House, *** ALL BILLS INCLUDED ***, Rathmines, Dublin 6",,0,0,0,0,0
1800.0,1,1.0,Apartment,"Apartment 4, 44 Cabra Park, Phibsborough, Dublin 7",,0,0,0,0,0
1406.0,0,0.0,Studio,"Apartment 3, 23 Harrington Street, Dublin 8",,0,0,0,0,0
1850.0,0,0.0,Studio,"Rathmines House, *** ALL BILLS INCLUDED ***, Dublin 6",,0,0,0,0,0
2100.0,0,0.0,Studio,"Rathmines House, *** ALL BILLS INCLUDED ***, Dublin 6",,0,0,0,0,0
1269.0,0,0.0,Studio,"Apartment 8, 157 Clonliffe Road, Drumcondra, Dublin 3",,0,0,0,0,0
1381.0,1,1.0,Apartment,"Flat 1, 605 North Circular Road, Ballybough, Dublin 3",,0,0,0,0,0
1292.0,0,0.0,Studio,"Apartment 4 , 69 Drumcondra Road Lower, Drumcondra, Dublin 9",,0,0,0,0,0
1184.0,0,0.0,Studio,"Apartment 1, 31 Victoria Street, Portobello, Dublin 8",,0,0,0,0,0
3000.0,3,1.0,Apartment,"4, 25 North Circular Road, North Circular Road, Dublin 7",,0,0,0,0,0
1500.0,0,0.0,Studio,"Apartment 1, 91 South Circular Road, Dublin 8",,0,0,0,0,0
2185.0,2,1.0,Apartment,"Apartment 3, 66 Rathmines Road Upper, Rathgar, Dublin 6",,0,0,0,0,0
6000.0,2,2.0,Apartment,"The Barrington, Lansdowne Place, Ballsbridge, Dublin 4",,0,0,0,0,0
1630.0,1,1.0,Apartment,"55 Mountjoy Square West, Dublin 1, Dublin 1",,0,0,0,0,0
2495.0,2,2.0,Apartment,"Second Floor, Block A, Castle Gate, Christchurch, Dublin 8",,0,0,0,0,0
4168.0,4,4.0,House,"10a Chelmsford Lane, Dublin 6, Ranelagh, Dublin 6",,0,0,0,0,0
4654.0,5,2.0,House,"4 Taney Drive, Dundrum, Kilmacud, Co. Dublin",,0,0,0,0,0
2500.0,2,1.0,House,"Binn Eadair View, Sutton, Sutton, Dublin 13",,0,0,0,0,0
6000.0,4,3.0,House,"24 Leeson Park, Ranelagh, Dublin 6",,0,0,0,0,0
3018.0,2,2.0,Apartment,"Shrewsbury Square, Ballsbridge, Dublin 4",,0,0,0,0,0
2550.0,3,1.0,House,"Glencarrig, Firhouse, Dublin 24",,0,0,0,0,0
3800.0,4,1.0,House,"The Paddock,Dublin 7, Ashtown, Dublin 7",,0,0,0,0,0
2850.0,1,1.0,Apartment,"21 Grand Canal Place, Sandwith Street Upper, Dublin 2",,0,0,0,0,0
1648.0,2,2.0,Apartment,"14 Phibblestown House, Phibblestown, Ongar, Dublin 15",,0,0,0,0,0
3365.0,3,2.0,House,"Northumberland Place, Dublin 4",,0,0,0,0,0
1179.0,0,0.0,Studio,"Flat 2, 25 Chelmsford Road, Ranelagh, Dublin 6",,0,0,0,0,0
1795.0,1,1.0,Apartment,"Apartment 5, 57/58 Dorset Street Lower, North Circular Road, Dublin 1",,0,0,0,0,0
2787.0,2,2.0,Apartment,"Apartment 9, House 11, Linden Square, Grove Avenue, Stillorgan, Co. Dublin",,0,0,0,0,0
1950.0,1,1.0,Apartment,"Apartment 58, Block A, Mellowes Quay, Dublin 8",,0,0,0,0,0
2208.0,3,2.0,Apartment,"37 The Crescent, Larch Hill, Kilmore, Dublin 5",,0,0,0,0,0
4000.0,3,3.0,House,"Embassy Mews, 96 Waterloo Lane, Ballsbridge, Dublin 4",,0,0,0,0,0
4950.0,3,3.0,House,"5 Pembroke Place, Dublin 2, Dublin 2",,0,0,0,0,0
2025.0,1,1.0,Apartment,"Eastmoreland Court, Eastmoreland Place, Ballsbridge, Dublin 4",,0,0,0,0,0
5370.0,5,3.0,House,"1 Bloyke, Harbour Road, Dalkey, Co. Dublin",,0,0,0,0,0
1200.0,0,0.0,Studio,"24 Belvedere Place, North Circular Road, Dublin 1",,0,0,0,0,0
9950.0,4,3.0,House,"55 Waterloo Road, Dublin 4",,0,0,0,0,0
2160.0,1,1.0,Apartment,"Apt 3, 10 Sydenham Road, Ballsbridge, Ballsbridge, Dublin 4",,0,0,0,0,0
1676.0,1,1.0,Apartment,"Apartment 97, 109 Parnell Street, Dublin 1",,0,0,0,0,0
4450.0,3,3.0,House,Cullenswood Place,,0,0,0,0,0
2270.0,2,1.0,Apartment,"Hanover Court, Hanover Lane (off Francis St)",,0,0,0,0,0
1900.0,1,1.0,Apartment,"Kings Court, Parnell Street",,0,0,0,0,0
1950.0,1,1.0,Apartment,"lamb alley, Christchurch, Dublin 8",,0,0,0,0,0
2000.0,1,1.0,House,"Harold's Cross Cottages, Dublin 6, Harold's Cross, Dublin 6",,0,0,0,0,0
1800.0,0,0.0,Studio,"60 Pembroke Road, Dublin 4, Ballsbridge, Dublin 4",,0,0,0,0,0
2200.0,2,2.0,Apartment,"Sandyford View, Sandyford, Sandyford, Dublin 18",,0,0,0,0,0
2335.0,2,1.0,House,"Temple Cottages,Dublin 7, Phibsborough, Dublin 7",,0,0,0,0,0
1975.0,1,1.0,Apartment,"Flat 3 , 230 South Circular Road, Dublin 8, South Circular Road, Dublin 8",,0,0,0,0,0
3800.0,3,3.0,House,"Rafter's Court, Rafters Road, Drimnagh, Dublin 12",,0,0,0,0,0
2700.0,2,1.0,Apartment,"17 Lansdowne Crescent, Lansdowne Park, Dublin 4, Dublin 4",,0,0,0,0,0
2700.0,2,2.0,Apartment,"Apartment 34, Cedarhurst Road, Phoenix Park Raceco, Navan Road (D7), Dublin 7",,0,0,0,0,0
3000.0,1,1.0,Apartment,"78 francis street, Dublin 8",,0,0,0,0,0
2261.0,2,2.0,Apartment,"Richmond Road, Fairview, Dublin 3",,0,0,0,0,0
2600.0,2,1.0,House,"2 bed house in North Docklands, Dublin 3, Ballybough, Dublin 3",,0,0,0,0,0
2250.0,2,1.0,Apartment,"58 Ellesmere Avenue, Dublin 7, North Circular Road, Dublin 7",,0,0,0,0,0
3000.0,3,2.0,Apartment,"Skelligs Court, Waterville, Blanchardstown, Dublin 15",,0,0,0,0,0
2990.0,2,2.0,Apartment,"Ashurst,Mount Merrion Avenue,Blackrock,Co. Dublin, Stillorgan, Co. Dublin",,0,0,0,0,0
2650.0,2,2.0,Apartment,"Spencer Dock, IFSC, Dublin 1",,0,0,0,0,0
2090.0,1,1.0,House,"Dundrum Road, Dundrum, Dublin 14",,0,0,0,0,0
2000.0,2,1.0,House,"Caledon Road, Dublin 3, East Wall, Dublin 3",,0,0,0,0,0
1550.0,0,0.0,Studio,"Stillorgan Road, Donnybrook, Dublin 4, Donnybrook, Dublin 4",,0,0,0,0,0
2900.0,3,1.0,Apartment,"The George,Charlotte Quay Dock,Ringsend Road,Dublin 4, Hanover Quay, Dublin 2",,0,0,0,0,0
4000.0,4,3.0,House,"Inish Samer, 156 Dublin Road, Sutton, Sutton, Dublin 13",,0,0,0,0,0
2300.0,2,1.0,Apartment,"92 Dorset Street Upper, Dublin 1",,0,0,0,0,0
3850.0,2,1.0,House,"Strand Road, Dublin 4, Sandymount, Dublin 4",,0,0,0,0,0
