price,room_type,prop_type,address,link
600,double,House,"Belgard , Clondalkin, Dublin 22",https://www.daft.ie/share/belgard-ballymount-dublin-12/6138642
850,double,House,"ardlea road , Artane, Dublin 5",https://www.daft.ie/share/ardlea-road-artane-dublin-5/6122142
1375,single,House,"Earlsfort Gardens, Lucan, Co. Dublin, Lucan, Co. Dublin",https://www.daft.ie/share/earlsfort-gardens-lucan-co-dublin-lucan-co-dublin/6147820
875,double,House,"Poppintree, D11, Poppintree, Dublin 11",https://www.daft.ie/share/15-cromlech-court-poppintree-dublin-11/6129176
1200,double,Apartment,"Thormanby Rd, Howth, Co. Dublin, Howth, Dublin 13",https://www.daft.ie/share/thormanby-rd-howth-co-dublin-howth-dublin-13/6135981
1800,double,House,"Vernon Avenue, Dublin 2",https://www.daft.ie/share/vernon-avenue-dublin-2/6119213
900,double,House,"Riverwood Court , Castleknock, Dublin 15",https://www.daft.ie/share/riverwood-court-castleknock-dublin-15/6131640
800,double,House,"27 Killala road, Cabra, Dublin 7",https://www.daft.ie/share/27-killala-road-cabra-dublin-7/6148678
750,double,House,"castlecurragh heath, Mulhuddart, Dublin 15",https://www.daft.ie/share/castlecurragh-heath-mulhuddart-dublin-15/6125967
1000,double,Apartment,"Alexander House, Belgard Square North, Dublin 24, Tallaght, Dublin 24",https://www.daft.ie/share/alexander-house-belgard-square-north-dublin-24-tallaght-dublin-24/6148680
550,twin,House,"Killiney, Ballybrack, Co. Dublin",https://www.daft.ie/share/killiney-ballybrack-co-dublin/6122829
800,double,House,"Heatfield walk, Finglas, Dublin 11",https://www.daft.ie/share/heatfield-walk-finglas-dublin-11/6146339
550,twin,House,"Canal Terrace, Bluebell, Dublin 12",https://www.daft.ie/share/canal-terrace-bluebell-dublin-12/6137941
875,double,House,"Alderwood Avenue, Springfield, Tallaght, Dublin 24, Tallaght, Dublin 24",https://www.daft.ie/share/alderwood-avenue-springfield-tallaght-dublin-24-tallaght-dublin-24/6148188
450,single,Apartment,"unit 4, 90 Lagan Road, Dublin Industrial Estate,D11XC4A, The Coombe, Dublin 8",https://www.daft.ie/share/apartment-cassian-court-ea-dublin-15-the-coombe-dublin-8/6016488
980,double,House,"Grace Park Wood , Drumcondra, Dublin 3",https://www.daft.ie/share/grace-park-wood-drumcondra-dublin-3/6147841
745,single,House,"Herberton Drive, Rialto, Dublin 8",https://www.daft.ie/share/herberton-drive-rialto-dublin-8/6147879
900,double,House,"42 Vernon Heath, Dublin 3, Dublin 3",https://www.daft.ie/share/42-vernon-heath-dublin-3-dublin-3/6147129
700,double,House,"Tonlegee Road,Dublin 5, Ayrfield, Dublin 13",https://www.daft.ie/share/tonlegee-road-dublin-5-ayrfield-dublin-13/6131529
800,double,House,"84 St Columbanus Road, Milltown, Dublin 6",https://www.daft.ie/share/84-st-columbanus-road-milltown-dublin-6/6122836
900,double,Apartment,"Richmond Road, Drumcondra, Marino, Dublin 3",https://www.daft.ie/share/richmond-road-drumcondra-marino-dublin-3/6138045
832,twin,Apartment,"Apartment for rent Rathmines, Dublin 6. (7DAYS), Rathgar, Dublin 6",https://www.daft.ie/share/apartment-for-rent-rathmines-dublin-6-7days-rathgar-dublin-6/6140173
850,double,House,"19 Hawthorn Way, Kilcarbery Grange, Dublin 22, Grange Castle, Co. Dublin",https://www.daft.ie/share/19-hawthorn-way-kilcarbery-grange-dublin-22-grange-castle-co-dublin/6113872
1195,double,Apartment,"Apartment, The Laburnum, Knockrabo Court, Mount , Mount Merrion, Co. Dublin",https://www.daft.ie/share/apartment-the-laburnum-knockrabo-court-mount-mount-merrion-co-dublin/6134984
730,double,Apartment,"Sharing ENSUITE ROOM available for Two in 2 Bedroom Apartment in Dublin 15, Carpenterstown, Dublin 15",https://www.daft.ie/share/dublin-15-carpenterstown-dublin-15/5880717
925,double,Apartment,"13A Grattan Crescent, Kilmainham, Dublin 8, Kilmainham, Dublin 8",https://www.daft.ie/share/13a-grattan-crescent-kilmainham-dublin-8-kilmainham-dublin-8/6138387
650,double,Apartment,"3 Marine Cove, Dublin 13, Sutton, Dublin 13",https://www.daft.ie/share/3-marine-cove-dublin-13-sutton-dublin-13/6146931
1629,double,Apartment,"Tara View Apartments, Dublin 4, Booterstown, Co. Dublin",https://www.daft.ie/share/tara-view-apartments-dublin-4-booterstown-co-dublin/6128222
850,double,Apartment,"Grange House,Taylors Hill,Dublin 16, Ballinteer, Dublin 16",https://www.daft.ie/share/grange-house-taylors-hill-dublin-16-ballinteer-dublin-16/6147039
950,double,Apartment,"Bailey green road, Howth, Dublin 13",https://www.daft.ie/share/bailey-green-road-howth-dublin-13/6147094
950,double,House,"Barton Road East, Dundrum, Dublin, Ballinteer, Dublin 16",https://www.daft.ie/share/barton-road-east-dundrum-dublin-14-ballinteer-dublin-16/6146833
600,single,House,"Belfry Road,Citywest,Co. Dublin, Citywest, Co. Dublin",https://www.daft.ie/share/-belfry-road-citywest-co-dublin-citywest-co-dublin/6138500
750,double,House,"Inchicore, Dublin 8, Inchicore, Dublin 8",https://www.daft.ie/share/inchicore-dublin-inchicore-dublin-8/6146947
1100,double,House,"Room to let Dublin 7, Navan Road (D7), Dublin 7",https://www.daft.ie/share/room-to-let-dublin-7-navan-road-d7-dublin-7/6146976
1100,double,Apartment,"Castleforbes Square,Dublin 1, IFSC, Dublin 1",https://www.daft.ie/share/castleforbes-square-dublin-1-ifsc-dublin-1/6122647
635,twin,Apartment,"Nottingham House, 2a Nottingham Street, Dublin 3, Ballybough, Dublin 3",https://www.daft.ie/share/nottingham-house-2a-nottingham-street-dublin-3-ballybough-dublin-3/6049648
940,single,Apartment,"Clancy Quay, Islandbridge, Dublin 8",https://www.daft.ie/share/clancy-quay-islandbridge-dublin-8/6073153
955,double,House,"The Elms,Citywest Demesne,Dublin 24, Citywest, Co. Dublin",https://www.daft.ie/share/-the-elms-citywest-demesne-dublin-24-citywest-co-dublin/6129111
670,single,House,"East Cabra, Cabra, Dublin 7",https://www.daft.ie/share/east-cabra-cabra-dublin-7/6112160
1200,double,House,"3 Saint John's Terrace, Mount Brown, Dublin 8, Kilmainham, Dublin 8",https://www.daft.ie/share/3-saint-johns-terrace-mount-brown-dublin-8-kilmainham-dublin-8/6143149
700,shared,Apartment,"Amiens Street, Dublin 2",https://www.daft.ie/share/amiens-street-dublin-2/6145041
690,shared,Apartment,"Talbot Place, Dublin 1, Dublin 1",https://www.daft.ie/share/talbot-place-dublin-1-dublin-1/6132339
1450,double,House,"Sandwith St, Dublin 2",https://www.daft.ie/share/sandwith-st-dublin-2/6122487
1350,double,House,"Pearse Street, Dublin 2",https://www.daft.ie/share/pearse-street-dublin-2/6145064
700,double,House,"Rathdown Avenue, Dublin 6W, Terenure, Dublin 6W",https://www.daft.ie/share/rathdown-avenue-dublin-6w-terenure-dublin-6w/6129329
1200,double,Apartment,"Rosanule, Phoenix Park Racecourse, Castleknock, Dublin 15",https://www.daft.ie/share/rosanule-phoenix-park-racecourse-castleknock-dublin-15/6120356
978,single,Apartment,"IFSC Custom House Harbour, IFSC, Dublin 1",https://www.daft.ie/share/custom-house-harbour-ifsc-dublin-1/6136334
850,double,House,"Ballentree Village, Tyrrelstown, Dublin 15, Tyrrelstown, Dublin 15",https://www.daft.ie/share/ballentree-village-tyrrelstown-dublin-15-tyrrelstown-dublin-15/6146413
900,double,House,"Abbots Grove Park, Knocklyon, Dublin 16",https://www.daft.ie/share/abbots-grove-park-knocklyon-dublin-16/6048983
925,double,Apartment,"Milltown Parish Pastoral Centre, Maple Hall, Millt, Milltown, Dublin 6",https://www.daft.ie/share/milltown-parish-pastoral-centre-maple-hall-millt-milltown-dublin-6/6146196
800,single,House,"26 Park Drive Green, Castleknock, Dublin 15, Castleknock, Dublin 15",https://www.daft.ie/share/26-park-drive-green-castleknock-dublin-15-castleknock-dublin-15/6137998
700,double,Apartment,"281 Castlecurragh Heath, Mulhuddart, Dublin 15, Mulhuddart, Dublin 15",https://www.daft.ie/share/281-castlecurragh-heath-mulhuddart-dublin-15-mulhuddart-dublin-15/6146515
850,single,House,"Ashwood Park,Dublin 22, Clondalkin, Dublin 22",https://www.daft.ie/share/ashwood-park-dublin-22-clondalkin-dublin-22/6146289
1100,double,House,"Cabra, Phibsborough, Dublin 7",https://www.daft.ie/share/cabra-phibsborough-dublin-7/6136489
930,double,Apartment,"Apartment 14 , Belville Court, Johnstown Road, Cab, Cabinteely, Dublin 18",https://www.daft.ie/share/apartment-14-belville-court-johnstown-road-cab-cabinteely-dublin-18/6137876
650,single,Apartment,"Beechwood Avenue Lower Raneragh, Ranelagh, Dublin 6",https://www.daft.ie/share/beechwood-avenue-lower-raneragh-ranelagh-dublin-6/6146272
1700,double,House,"5 , Ballybough, Dublin 3",https://www.daft.ie/share/51-clonliffe-road-dublin-3-ballybough-dublin-3/6134852
1350,double,Apartment,"The Alders,Saint Edmunds Avenue,Lucan,Co. Dublin, Dublin 20",https://www.daft.ie/share/the-alders-saint-edmunds-avenue-lucan-co-dublin-dublin-20/6019666
900,double,House,"Court View,Dublin 15, Royal Canal Park, Dublin 15",https://www.daft.ie/share/court-view-dublin-15-royal-canal-park-dublin-15/6144567
900,double,House,"Camden Avenue, Ashtown, Dublin 15",https://www.daft.ie/share/camden-avenue-ashtown-dublin-15/6115804
1000,single,Apartment,"58 Bolton Street, Dublin 1, Phibsborough, Dublin 7",https://www.daft.ie/share/58-bolton-street-dublin-1-phibsborough-dublin-7/6114488
650,single,House,"Ballymun Road, Dublin 11, Ballymun, Dublin 11",https://www.daft.ie/share/ballymun-road-dublin-11-ballymun-dublin-11/6134258
600,twin,Apartment,"Apartment 16 , Block A, Cameron Court, Cork Street, Dolphin's Barn, Dublin 8",https://www.daft.ie/share/apartment-16-block-a-cameron-court-cork-street-dolphins-barn-dublin-8/6145777
610,double,House,"Glenlyon Grove, Dublin 16, Firhouse, Dublin 24",https://www.daft.ie/share/glenlyon-grove-dublin-16-firhouse-dublin-24/6144711
950,double,House,"Ailesbury Oaks Dublin 4, Donnybrook, Dublin 4",https://www.daft.ie/share/ailesbury-oaks-dublin-4-donnybrook-dublin-4/6145230
688,shared,Apartment,"Temple Bar West Essex Street, Dublin 2",https://www.daft.ie/share/temple-bar-west-essex-street-dublin-2/6138461
1300,double,House,"Saint Anne's Avenue, Raheny, Dublin 5, Raheny, Dublin 5",https://www.daft.ie/share/-saint-annes-avenue-raheny-dublin-5-raheny-dublin-5/6133285
800,single,Apartment,"Apartment 28, Block B, The Courtyard, Hill Street, Dublin 1",https://www.daft.ie/share/apartment-28-block-b-the-courtyard-hill-street-dublin-1/6144700
600,double,Apartment,"Orchard Way,Dublin 13, Donaghmede, Dublin 13",https://www.daft.ie/share/orchard-way-dublin-13-donaghmede-dublin-13/6121283
600,single,House,"Ashington Close, Dublin 7",https://www.daft.ie/share/ashington-close-dublin-7/6118671
1000,double,House,"Oliver Plunkett Avenue,Dun Laoghaire,Co. Dublin, Monkstown, Co. Dublin",https://www.daft.ie/share/oliver-plunkett-avenue-dun-laoghaire-co-dublin-monkstown-co-dublin/6113619
1350,single,Apartment,"Market Square, Green street, Dublin 7",https://www.daft.ie/share/market-square-green-street-dublin-7/6138944
850,single,House,"Liljoe, 25 Mulgrave Street, Dun Laoghaire, Dun Laoghaire, Co. Dublin",https://www.daft.ie/share/liljoe-25-mulgrave-street-dun-laoghaire-dun-laoghaire-co-dublin/6144589
1480,double,Apartment,"Templeogue Village, Templeogue, Dublin 6W",https://www.daft.ie/share/templeogue-village-templeogue-dublin-6w/6141765
890,double,Apartment,"Queens Park, Monkstown, Co. Dublin",https://www.daft.ie/share/queens-park-monkstown-co-dublin/6139204
1250,double,Apartment,"Clay Farm Drive, Dublin 18, Leopardstown, Dublin 18",https://www.daft.ie/share/apartment-9-barn-hill-clay-farm-drive-dublin-18-leopardstown-dublin-18/6096974
1100,double,House,"Russell House, Russell Avenue, Dublin 3, Drumcondra, Dublin 3",https://www.daft.ie/share/russell-house-russell-avenue-dublin-3-drumcondra-dublin-3/6135557
1100,double,House,"Casimir Road, Harold's Cross, Dublin 6",https://www.daft.ie/share/casimir-road-harolds-cross-dublin-6/6133277
1045,double,Apartment,"Ardee Street, The Liberties, Dublin 8, The Coombe, Dublin 8",https://www.daft.ie/share/ardee-street-the-liberties-dublin-8-the-coombe-dublin-8/6135352
850,double,House,"Hansfield, Ongar (Near to railway station), Clonsilla, Dublin 15",https://www.daft.ie/share/hansfield-ongar-near-to-railway-station-clonsilla-dublin-15/6140046
610,double,House,"Dublin 13, Balgriffin, Dublin 13",https://www.daft.ie/share/dublin-13-balgriffin-dublin-13/6134812
900,shared,Apartment,"25 Lower Leeson Street, Dublin 2",https://www.daft.ie/share/25-lower-leeson-street-dublin-2/6126337
750,single,House,"Seven Mills,Dublin 22, Clondalkin, Dublin 22",https://www.daft.ie/share/seven-mills-dublin-22-clondalkin-dublin-22/6128969
770,double,House,",Rathfarnham,Dublin 16, Ballyboden, Dublin 16",https://www.daft.ie/share/-rathfarnham-dublin-16-ballyboden-dublin-16/6127482
750,single,House,"Dublin, Ballyfermot, Dublin 10",https://www.daft.ie/share/285-ballyfermot-road-ballyfermot-dublin-10/6122136
800,double,House,"Thomas Moore Road, Walkinstown, Crumlin, Dublin 12",https://www.daft.ie/share/thomas-moore-road-walkinstown-crumlin-dublin-12/6141611
850,single,House,"20 Annfield Court, Dublin 15, Carpenterstown, Dublin 15",https://www.daft.ie/share/20-annfield-court-dublin-15-carpenterstown-dublin-15/6132391
560,single,House,"33 Rockford Manor, Stradbrook Rd, Blackrock, Blackrock, Co. Dublin",https://www.daft.ie/share/33-rockford-manor-stradbrook-rd-blackrock-blackrock-co-dublin/6131366
850,double,Apartment,"Olcovar,Shankill Dublin 18, Rathmichael, Co. Dublin",https://www.daft.ie/share/olcovar-shankill-dublin-18-rathmichael-co-dublin/6141374
900,double,House,"1 Park Lodge, Castleknock, Dublin 15, Castleknock, Dublin 15",https://www.daft.ie/share/1-park-lodge-castleknock-dublin-15-castleknock-dublin-15/6141419
850,double,Apartment,"Hampton Wood Crescent,Hampton Wood,Dublin 11, Poppintree, Dublin 11",https://www.daft.ie/share/-hampton-wood-crescent-hampton-wood-dublin-11-poppintree-dublin-11/6141565
1000,double,House,"Lennox Place, Dublin 8, Portobello, Dublin 8",https://www.daft.ie/share/lennox-place-dublin-8-portobello-dublin-8/6141593
850,double,House,"Wilkinsons Brook, Hollystown, Dublin 15, Hollystown, Dublin 15",https://www.daft.ie/share/wilkinsons-brook-hollystown-dublin-15-hollystown-dublin-15/6126749
1000,double,Apartment,"Dublin 16, Kilmacud, Co. Dublin",https://www.daft.ie/share/dublin-16-kilmacud-co-dublin/6112191
975,double,Apartment,"Fernleigh Crescent,Dublin 15, Carpenterstown, Dublin 15",https://www.daft.ie/share/fernleigh-crescent-dublin-15-carpenterstown-dublin-15/6122905
875,double,House,"84 Abbey Drive, Dublin 7, Ashington, Dublin 7",https://www.daft.ie/share/84-abbey-drive-dublin-7-ashington-dublin-7/6137124
1000,single,Apartment,"The Timber Mill,Kilmore Road,Dublin 5, Artane, Dublin 5",https://www.daft.ie/share/the-timber-mill-kilmore-road-dublin-5-artane-dublin-5/6133338
950,double,House,"Clanbrassil Street Lower, Dublin 8, Portobello, Dublin 8",https://www.daft.ie/share/-clanbrassil-street-lower-dublin-8-portobello-dublin-8/6139938
900,double,House,"178 Sundrive Road, Dublin 12, Crumlin, Dublin 12",https://www.daft.ie/share/178-sundrive-road-dublin-12-crumlin-dublin-12/6131414
900,double,Apartment,"Old Blessington Road,Dublin 24, Tallaght, Dublin 24",https://www.daft.ie/share/westend-gate-old-blessington-road-dublin-24-tallaght-dublin-24/6146288
900,double,House,"blackhorse avenue, Cabra, Dublin 7",https://www.daft.ie/share/blackhorse-avenue-cabra-dublin-7/6040164
600,double,House,"Cabinteely Park, Dublin 18, Cabinteely, Dublin 18",https://www.daft.ie/share/cabinteely-park-dublin-18-cabinteely-dublin-18/6071395
1150,double,Apartment,"Cows Lane, Dublin 8, Temple Bar, Dublin 8",https://www.daft.ie/share/cows-lane-dublin-8-temple-bar-dublin-8/6136556
665,double,House,"Stonepark Abbey, Rathfarnham, Dublin 14, Dublin 14",https://www.daft.ie/share/stonepark-abbey-rathfarnham-dublin-14-dublin-14/6150199
1280,double,Apartment,"Pembroke Square, Grand Canal Street Upper,Dublin 4, Grand Canal Dock, Dublin 4",https://www.daft.ie/share/pembroke-square-grand-canal-street-upper-dublin-4-grand-canal-dock-dublin-4/6146114
1000,double,Apartment,"Apartment 44, South Gate Apartments, Cork Street, The Coombe, Dublin 8",https://www.daft.ie/share/apartment-44-south-gate-apartments-cork-street-the-coombe-dublin-8/6145150
900,double,House,"Mount Symon Avenue,Clonsilla,Dublin 15, Clonsilla, Dublin 15",https://www.daft.ie/share/mount-symon-avenue-clonsilla-dublin-15-clonsilla-dublin-15/6148016
750,double,Apartment,"Woodbrook Court, Castleknock, Dublin 15",https://www.daft.ie/share/woodbrook-court-castleknock-dublin-15/6146788
650,single,House,"10 Bellgree Heights, Dublin 15, Tyrrelstown, Dublin 15",https://www.daft.ie/share/10-bellgree-heights-dublin-15-tyrrelstown-dublin-15/6049034
1390,double,Apartment,"Apartment 1, 28 Booterstown Avenue,Booterstown,Co. Dublin, Booterstown, Co. Dublin",https://www.daft.ie/share/apartment-1-28-booterstown-avenue-booterstown-co-dublin-booterstown-co-dublin/6045667
650,single,House,"Stoneybatter, Dublin 7 , Stoneybatter, Dublin 7",https://www.daft.ie/share/stoneybatter-dublin-7-stoneybatter-dublin-7/6147017
1400,double,Apartment,"Longboat Quay Management Clg, 436 Longboat Quay No, Hanover Quay, Dublin 2",https://www.daft.ie/share/longboat-quay-management-clg-436-longboat-quay-no-hanover-quay-dublin-2/6146138
1273,double,Apartment,"Building 7 Vantage West, Central Park, Leopardstown, Dublin 18",https://www.daft.ie/share/building-7-vantage-west-central-park-leopardstown-dublin-18/6091854
800,single,Apartment,"Stonebridge Wood, Shankill, Loughlinstown, Co. Dublin",https://www.daft.ie/share/stonebridge-wood-dublin-18-loughlinstown-co-dublin/6025835
875,double,House,"Tallaght ,Dublin 24, Tallaght, Dublin 24",https://www.daft.ie/share/tallaght-dublin-24-tallaght-dublin-24/6044030
700,single,House,"Tallaght,Dublin 24, Tallaght, Dublin 24",https://www.daft.ie/share/brookmount-dublin-24-tallaght-dublin-24/6060063
1250,single,House,"12a Cremore Villas, Dublin 11, Glasnevin, Dublin 11",https://www.daft.ie/share/12a-cremore-villas-dublin-11-drumcondra-dublin-3/6142142
1100,double,Apartment,"Wintergarden, Erne Street, Grand Canal Dock, Dublin 2",https://www.daft.ie/share/wintergarden-erne-street-grand-canal-dock-dublin-2/6134046
770,double,House,"Dublin 15, Tyrrelstown, Dublin 15",https://www.daft.ie/share/dublin-15-tyrrelstown-dublin-15/6041156
900,single,House,"Saint Aidan'S Park Road,Dublin 3, Marino, Dublin 3",https://www.daft.ie/share/saint-aidans-park-road-dublin-3-marino-dublin-3/6043977
1040,double,House,"Dublin 8, Kilmainham, Dublin 8",https://www.daft.ie/share/dublin-8-kilmainham-dublin-8/6101911
1100,double,Apartment,"Islandbridge, Dublin 8 , Kilmainham, Dublin 8",https://www.daft.ie/share/islandbridge-dublin-8-kilmainham-dublin-8/6131470
850,single,House,"Leopardstown The Gallops, Dublin 18, Leopardstown, Dublin 18",https://www.daft.ie/share/leopardstown-leopardstown-dublin-18/6104539
877,double,Apartment,"Apartment 1, Dunville Avenue,Dublin 6, Ranelagh, Dublin 6",https://www.daft.ie/share/apartment-1-dunville-avenue-dublin-6-ranelagh-dublin-6/6150187
1050,double,Apartment,"The George,Charlotte Quay Dock,Ringsend Road,Dublin 4, Grand Canal Dock, Dublin 4",https://www.daft.ie/share/the-george-charlotte-quay-dock-ringsend-road-dublin-4-grand-canal-dock-dublin-4/6138548
800,double,House,"Bunting road, Crumlin, Dublin 12",https://www.daft.ie/share/bunting-road-crumlin-dublin-12/6130500
1425,double,House,"Lucan, Lucan, Co. Dublin",https://www.daft.ie/share/lucan-lucan-co-dublin/6030496
850,double,House,"81 Ferguson Road, Dublin 9, Drumcondra, Dublin 9",https://www.daft.ie/share/81-ferguson-road-dublin-9-drumcondra-dublin-9/6091946
935,single,House,"Belfry Square, Citywest, Co. Dublin",https://www.daft.ie/share/belfry-square-citywest-co-dublin/6064744
750,double,House,"The Dale Belgard Heights , Tallaght, Dublin 24",https://www.daft.ie/share/the-dale-belgard-heights-tallaght-dublin-24/6096664
800,double,House,"Kilcross  Dublin 18, Sandyford, Dublin 18",https://www.daft.ie/share/kilcross-dublin-18-sandyford-dublin-18/6068595
680,single,House,"Glenhill Road, Dublin 11, Finglas, Dublin 11",https://www.daft.ie/share/glenhill-road-dublin-11-finglas-dublin-11/6134827
764,double,House,"Mount Saint Annes, Milltown, Milltown, Dublin 6",https://www.daft.ie/share/mount-saint-annes-milltown-milltown-dublin-6/6112245
850,double,House,"Clay Farm, Kilgobbin,Leopardstown ,Dublin 18, Leopardstown, Dublin 18",https://www.daft.ie/share/clay-farm-kilgobbin-leopardstown-dublin-18-leopardstown-dublin-18/6125809
943,double,Apartment,"Bracken Hill, Blackglen Road, Dublin 18, Ballinteer, Dublin 16",https://www.daft.ie/share/bracken-hill-blackglen-road-dublin-18-ballinteer-dublin-16/6148583
725,double,House,"7 Alderwood Avenue, Tallaght, Dublin 24",https://www.daft.ie/share/7-alderwood-avenue-tallaght-dublin-24/6145353
1157,double,Apartment,"Merrion Court Apartments Complex, Ailesbury Road, Dublin 4, Sandymount, Dublin 4",https://www.daft.ie/share/merrion-court-apartments-complex-ailesbury-road-dublin-4-sandymount-dublin-4/6129110
750,double,House,"Clondalkin woodford Dublin 22, Clondalkin, Dublin 22",https://www.daft.ie/share/clondalkin-woodford-dublin-22-clondalkin-dublin-22/6133461
1500,double,House,"Sandyford Village, Sandyford, Dublin 18",https://www.daft.ie/share/sandyford-village-sandyford-dublin-18/6066024
1095,double,House,"20 Avenue Road, Portobello, Dublin 8",https://www.daft.ie/share/20-avenue-road-portobello-dublin-8/6036612
1100,double,House,"Churchlands, Sandyford village, Dublin 18., Sandyford, Dublin 18",https://www.daft.ie/share/-churchlands-sandyford-village-dublin-18-sandyford-dublin-18/6148992
750,double,Apartment,"*Double* Lanesborough Crescent, Finglas, Dublin 11",https://www.daft.ie/share/-double-lanesborough-crescent-finglas-dublin-11/6148078
800,double,House,"Sandymount Avenue, Sandymount, Dublin 4",https://www.daft.ie/share/sandymount-avenue-sandymount-dublin-4/6149865
600,twin,House,"Bayside,Sutton,Co. Dublin, Bayside, Dublin 13",https://www.daft.ie/share/-bayside-sutton-co-dublin-bayside-dublin-13/6110682
785,double,House,"Templeroan Avenue, Knocklyon, Dublin 16",https://www.daft.ie/share/templeroan-avenue-knocklyon-dublin-16/6147514
840,double,House,"Dublin 10, Ballyfermot, Dublin 10",https://www.daft.ie/share/dublin-10-ballyfermot-dublin-10/6108440
1050,double,House,"Holywell, Kilmacud Road Upper, Dublin 14, Kilmacud, Co. Dublin",https://www.daft.ie/share/holywell-kilmacud-road-upper-dublin-14-kilmacud-co-dublin/6149122
800,double,House,"8 Whitestown Green. D15 YXAO, Huntstown, Dublin 15",https://www.daft.ie/share/8-whitestown-green-d15-yxao-huntstown-dublin-15/6149215
640,single,House,"96 clancy road, Finglas, Dublin 11",https://www.daft.ie/share/96-clancy-road-finglas-dublin-11/6068534
750,double,House,"Saint Brigid's Road Upper, Drumcondra, Dublin 9",https://www.daft.ie/share/saint-brigids-road-upper-drumcondra-dublin-9/5929465
950,double,House,"Claremont Crescent, Glasnevin, Dublin 11",https://www.daft.ie/share/claremont-crescent-glasnevin-dublin-11/6064079
850,single,House,"Navan Road / Cabra (beside Phoenix Park), Dublin 7, Navan Road (D7), Dublin 7",https://www.daft.ie/share/navan-road-cabra-beside-phoenix-park-dublin-7-navan-road-d7-co-dublin/6101921
800,double,House,"Pace Avenue, Dublin 15, Clonee, Dublin 15",https://www.daft.ie/share/211-pace-avenue-dublin-15-clonee-dublin-15/6148797
920,double,House,"Leix Road Cabra Dublin 7, Dublin 7",https://www.daft.ie/share/-leix-road-cabra-dublin-7-dublin-7/6144672
700,shared,House,"2b Tonlegee Road, Dublin 5, Artane, Dublin 5",https://www.daft.ie/share/2b-tonlegee-road-dublin-5-artane-dublin-5/6148316
550,double,House,"Haverty Road, Marino, Dublin 3",https://www.daft.ie/share/haverty-road-marino-dublin-3/6148558
1000,double,House,"1 Wellpark Avenue, Dublin 9, Drumcondra, Dublin 9",https://www.daft.ie/share/1-wellpark-avenue-dublin-9-drumcondra-dublin-9/6129334
600,double,House,"Howth Road, Clontarf , Dublin 3",https://www.daft.ie/share/howth-road-clontarf-dublin-3/6145465
850,double,House,"Reuben Avenue, Dublin 8, Dolphin's Barn, Dublin 8",https://www.daft.ie/share/reuben-avenue-dublin-8-dolphins-barn-dublin-8/6109731
880,double,House,"Bayside Boulevard North, Bayside, Dublin 13",https://www.daft.ie/share/bayside-boulevard-north-bayside-dublin-13/6028493
1150,single,House,"Dublin 18, Leopardstown, Dublin 18",https://www.daft.ie/share/dublin-18-leopardstown-dublin-18/6062492
1400,single,House,"Dublin 18, Leopardstown, Dublin 18",https://www.daft.ie/share/dublin-18-leopardstown-dublin-18/6062468
290,shared,Apartment,"blessington street , Dublin 1",https://www.daft.ie/share/blessington-street-dublin-1/6110343
870,double,House,"46 Fingal Street, Dublin 8, South Circular Road, Dublin 8",https://www.daft.ie/share/46-fingal-street-dublin-8-south-circular-road-dublin-8/6148973
1200,double,Apartment,"Clondalkin  , New Grange Hall, Hawthorn Avenue, K, Dublin 1",https://www.daft.ie/share/apartment-22-new-grange-hall-hawthorn-avenue-k-dublin-1/6135021
845,single,House,"Belarmine, Stepaside, Dublin 18",https://www.daft.ie/share/belarmine-stepaside-dublin-18/6116902
500,shared,House,"Ballyfermot Crescent,Dublin 10, Inchicore, Dublin 8",https://www.daft.ie/share/ballyfermot-crescent-dublin-10-inchicore-dublin-8/6149174
1381,double,Apartment,"Griffith Wood, Whitehall, Dublin 9",https://www.daft.ie/share/griffith-wood-whitehall-dublin-9/6149449
1000,double,Apartment,"Fontenoy Street, Dublin 7, Phibsborough, Dublin 7",https://www.daft.ie/share/fontenoy-street-dublin-7-phibsborough-dublin-7/6046445
940,double,House,"13 Donnybrook Manor, Dublin 4, Donnybrook, Dublin 4",https://www.daft.ie/share/13-donnybrook-manor-dublin-4-donnybrook-dublin-4/6149357
850,double,House,"Brookhaven Grove,Dublin 15, Blanchardstown, Dublin 15",https://www.daft.ie/share/brookhaven-grove-dublin-15-blanchardstown-dublin-15/6149427
1150,double,Apartment,"102 Cornmill, Distillery Road, Dublin 3, Drumcondra, Dublin 3",https://www.daft.ie/share/102-cornmill-distillery-road-dublin-3-drumcondra-dublin-3/6149524
1200,double,Apartment,"Apt 1, Fortwilliam, Mount Merrion Avenue, Blackroc, Blackrock, Co. Dublin",https://www.daft.ie/share/apt-1-fortwilliam-mount-merrion-avenue-blackroc-blackrock-co-dublin/6149522
640,double,House,"Grange View, Clondalkin, Dublin 22",https://www.daft.ie/share/grange-view-clondalkin-dublin-22/6149525
1000,double,House,"Clonsilla,Dublin 15, Clonsilla, Dublin 15",https://www.daft.ie/share/clonsilla-dublin-15-clonsilla-dublin-15/6149627
780,single,House,"8 Rockville Park, Blackrock, Co. Dublin",https://www.daft.ie/share/8-rockville-park-blackrock-co-dublin/6056126
900,double,House,"Longdale Terrace,Dublin 9, Ballymun, Dublin 9",https://www.daft.ie/share/longdale-terrace-dublin-9-ballymun-dublin-9/6065617
460,single,House,"Ashton , Knocklyon, Dublin 16",https://www.daft.ie/share/ashton-knocklyon-dublin-16/6142632
