price,beds,baths,prop_type,address,link
2612,1,1,Apartment,"Cathedral Court, Unit 6 New Street South, Dublin 8",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-cathedral-court-unit-6-new-street-south-dublin-8/2929874
3072,2,2,Apartment,"Cathedral Court, Unit 6 New Street South, Dublin 8",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-cathedral-court-unit-6-new-street-south-dublin-8/2929875
3310,2,2,Apartment,"Cathedral Court, Unit 6 New Street South, Dublin 8",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-cathedral-court-unit-6-new-street-south-dublin-8/3248767
1850,0,0,Studio,"Node Dublin 7, Phibsborough, D07 V10E, Dublin 7",https://www.daft.ie/for-rent/studio-apartment-cozy-studio-bills-included-node-dublin-7-phibsborough-d07-v10e-dublin-7/5697464
1875,0,0,Studio,"Node Dublin 7, Phibsborough, D07 V10E, Dublin 7",https://www.daft.ie/for-rent/studio-apartment-comfy-studio-bills-included-node-dublin-7-phibsborough-d07-v10e-dublin-7/5697468
1925,0,0,Studio,"Node Dublin 7, Phibsborough, D07 V10E, Dublin 7",https://www.daft.ie/for-rent/studio-apartment-roomy-studio-bills-included-node-dublin-7-phibsborough-d07-v10e-dublin-7/5697466
2100,0,0,Studio,"Griffith Wood, Griffith Avenue, Drumcondra, Dublin 9",https://www.daft.ie/for-rent/studio-apartment-studio-griffith-wood-griffith-wood-griffith-avenue-drumcondra-dublin-9/5720457
2900,2,2,Apartment,"Griffith Wood, Griffith Avenue, Drumcondra, Dublin 9",https://www.daft.ie/for-rent/apartment-2-bedroom-griffith-wood-griffith-wood-griffith-avenue-drumcondra-dublin-9/3523582
4078,3,3,Apartment,"Griffith Wood, Griffith Avenue, Drumcondra, Dublin 9",https://www.daft.ie/for-rent/apartment-3-bedroom-griffith-wood-griffith-wood-griffith-avenue-drumcondra-dublin-9/3523581
2549,1,1,Apartment,"O'Callaghan Court , Erne Street Upper , Dublin 2",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-ocallaghan-court-erne-street-upper-dublin-2/2929971
2175,1,1,Apartment,"Occu Owenmore, Station Road, Raheny, Dublin 5",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-occu-owenmore-station-road-raheny-dublin-5/6116517
2550,2,2,Apartment,"Occu Owenmore, Station Road, Raheny, Dublin 5",https://www.daft.ie/for-rent/apartment-two-bed-apartment-occu-owenmore-station-road-raheny-dublin-5/6116518
2000,1,1,Apartment,"O'Neill Court , Main Street, Belmayne, Dublin 13",https://www.daft.ie/for-rent/apartment-1-bed-oneill-court-main-street-belmayne-dublin-13/5987932
2450,2,2,Apartment,"O'Neill Court , Main Street, Belmayne, Dublin 13",https://www.daft.ie/for-rent/apartment-2-bed-oneill-court-main-street-belmayne-dublin-13/5987931
3000,3,2,Apartment,"O'Neill Court , Main Street, Belmayne, Dublin 13",https://www.daft.ie/for-rent/apartment-3-bed-oneill-court-main-street-belmayne-dublin-13/5987935
1990,0,0,Studio,"Niche Living, Serviced Studio Apartments, Ardee Road, Rathmines, Dublin 6",https://www.daft.ie/for-rent/studio-apartment-serviced-studio-apartments-niche-living-serviced-studio-apartments-ardee-road-rathmines-dublin-6/5705486
2295,1,1,Apartment,"Newmarket Yards, Dublin City Centre, Dublin 8",https://www.daft.ie/for-rent/apartment-newmarket-yards-1-bed-newmarket-yards-dublin-city-centre-dublin-8/5527308
2500,1,1,Apartment,"Newmarket Yards, Dublin City Centre, Dublin 8",https://www.daft.ie/for-rent/apartment-newmarket-yards-1-bed-type-a-newmarket-yards-dublin-city-centre-dublin-8/5542051
1990,0,0,Studio,"Niche Living, Serviced Studio Apartments,  Eblana Avenue, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studio-niche-living-serviced-studio-apartments-eblana-avenue-dun-laoghaire-co-dublin/4549770
2350,0,0,Studio,"Marshall Yards, East Road, Dublin 3",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-marshall-yards-east-road-dublin-3/6141917
2500,1,1,Apartment,"Marshall Yards, East Road, Dublin 3",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-marshall-yards-east-road-dublin-3/6141962
3400,2,2,Apartment,"Marshall Yards, East Road, Dublin 3",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-marshall-yards-east-road-dublin-3/6141979
2650,1,1,Apartment,"Eglinton Place , Eglinton Road, Dublin 4",https://www.daft.ie/for-rent/apartment-1-bed-apartment-eglinton-place-eglinton-road-dublin-4/5811432
3550,2,2,Apartment,"Eglinton Place , Eglinton Road, Dublin 4",https://www.daft.ie/for-rent/apartment-2-bed-apartment-eglinton-place-eglinton-road-dublin-4/5811438
4100,2,2,Apartment,"Eglinton Place , Eglinton Road, Dublin 4",https://www.daft.ie/for-rent/apartment-2-bedroom-duplex-eglinton-place-eglinton-road-dublin-4/5811435
2150,1,1,Apartment,"Occu Hayfield, Churchview Road, Killiney, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bed-apartment-occu-hayfield-churchview-road-killiney-co-dublin/5899685
2400,2,2,Apartment,"Occu Hayfield, Churchview Road, Killiney, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-occu-hayfield-churchview-road-killiney-co-dublin/5900743
3300,3,2,Apartment,"Occu Hayfield, Churchview Road, Killiney, Co. Dublin",https://www.daft.ie/for-rent/apartment-3-bedroom-apartment-occu-hayfield-churchview-road-killiney-co-dublin/5900759
3355,2,2,Apartment,"Quayside Quarter, Dublin Landings, North Wall Quay, Dublin 1",https://www.daft.ie/for-rent/apartment-2-bed-apartment-quayside-quarter-north-wall-quay-dublin-1/1446985
3895,2,2,Apartment,"Quayside Quarter, Dublin Landings, North Wall Quay, Dublin 1",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-quayside-quarter-dublin-landings-north-wall-quay-dublin-1/3916952
2150,1,1,Apartment,"Newtown Gardens , Newtownpark Avenue , Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-newtown-gardens-newtown-gardens-newtownpark-avenue-blackrock-co-dublin/5899543
2650,2,2,Apartment,"Newtown Gardens , Newtownpark Avenue , Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-newtown-gardens-newtown-gardens-newtownpark-avenue-blackrock-co-dublin/5899542
2075,1,1,Apartment,"Grand Canal Harbour, Grand Canal Place, Dublin 8",https://www.daft.ie/for-rent/apartment-1-bed-twin-bedroom-grand-canal-harbour-grand-canal-place-dublin-8/5810496
2095,1,1,Apartment,"Grand Canal Harbour, Grand Canal Place, Dublin 8",https://www.daft.ie/for-rent/apartment-1-bed-grand-canal-harbour-grand-canal-place-dublin-8/5577192
2650,2,2,Apartment,"Grand Canal Harbour, Grand Canal Place, Dublin 8",https://www.daft.ie/for-rent/apartment-2-bed-grand-canal-harbour-grand-canal-place-dublin-8/5577194
1950,0,0,Studio,"Hali, Cherrywood, Dublin 18, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-hali-cherrywood-dublin-18-cherrywood-co-dublin/3652524
2200,1,1,Apartment,"Hali, Cherrywood, Dublin 18, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-hali-cherrywood-dublin-18-cherrywood-co-dublin/3652560
2650,2,2,Apartment,"Hali, Cherrywood, Dublin 18, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bed-apartment-hali-cherrywood-dublin-18-cherrywood-co-dublin/5876745
1950,0,0,Studio,"Hali - NEW LAUNCH Talbot & Tully Buildings , Cherrywood, Dublin 18",https://www.daft.ie/for-rent/studio-apartment-studio-hali-new-launch-talbot-tully-buildings-cherrywood-dublin-18/5439959
2200,1,1,Apartment,"Hali - NEW LAUNCH Talbot & Tully Buildings , Cherrywood, Dublin 18",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-hali-new-launch-talbot-tully-buildings-cherrywood-dublin-18/5510411
2650,2,2,Apartment,"Hali - NEW LAUNCH Talbot & Tully Buildings , Cherrywood, Dublin 18",https://www.daft.ie/for-rent/apartment-2-bed-apartment-hali-new-launch-talbot-tully-buildings-cherrywood-dublin-18/5439958
2495,1,1,Apartment,"Alta Verde, Cross Avenue, Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bedroom-alta-verde-cross-avenue-blackrock-co-dublin/6117168
3125,2,2,Apartment,"Alta Verde, Cross Avenue, Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-alta-verde-cross-avenue-blackrock-co-dublin/6117162
2400,1,1,Apartment,"Rockpoint, Newtown Avenue, Blackrock, Co. Dublin",https://www.daft.ie/for-rent/apartment-one-bedrooms-rockpoint-newtown-avenue-blackrock-co-dublin/5658299
2250,1,1,Apartment,"Brickfield Square , Brickfield Drive, Dublin 12",https://www.daft.ie/for-rent/apartment-1-bed-brickfield-square-brickfield-drive-dublin-12/5730448
2815,2,2,Apartment,"Brickfield Square , Brickfield Drive, Dublin 12",https://www.daft.ie/for-rent/apartment-2-bed-brickfield-square-brickfield-drive-dublin-12/5730172
2150,1,1,Apartment,"Claremont, Howth Road, Howth, Dublin 13",https://www.daft.ie/for-rent/apartment-1-bed-claremont-howth-road-howth-dublin-13/6124174
2650,2,2,Apartment,"Claremont, Howth Road, Howth, Dublin 13",https://www.daft.ie/for-rent/apartment-2-bed-claremont-howth-road-howth-dublin-13/6124172
4900,3,2,Apartment,"Claremont, Howth Road, Howth, Dublin 13",https://www.daft.ie/for-rent/apartment-3-bed-claremont-howth-road-howth-dublin-13/6124175
4077,2,2,Apartment,"Node D2 - Fitzwilliam Square, 25 Pembroke Street Upper, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bedroom-2-bathroom-platinum-node-living-25-pembroke-street-upper-dublin-2/1527606
1995,1,1,Apartment,"Castle View, Muirfield Drive, Dublin 12, Bluebell, Dublin 12",https://www.daft.ie/for-rent/apartment-1-bed-castle-view-muirfield-drive-dublin-12-bluebell-dublin-12/4272066
2525,2,2,Apartment,"Castle View, Muirfield Drive, Dublin 12, Bluebell, Dublin 12",https://www.daft.ie/for-rent/apartment-2-bed-castle-view-muirfield-drive-dublin-12-bluebell-dublin-12/4272068
3350,3,2,Apartment,"Castle View, Muirfield Drive, Dublin 12, Bluebell, Dublin 12",https://www.daft.ie/for-rent/apartment-3-bed-apartment-castle-view-muirfield-drive-dublin-12-bluebell-dublin-12/4272064
3600,2,2,Apartment,"Capital Dock Residence, No. 2 Stevens Walk, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-capital-dock-residence-no-2-stevens-walk-dublin-2/2531008
3900,2,2,Apartment,"Capital Dock Residence, No. 2 Stevens Walk, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-capital-dock-residence-capital-dock-82-sir-john-dublin-2/1443909
1850,0,0,Studio,"DX Living , Donnybrook Road, Dublin 4",https://www.daft.ie/for-rent/studio-apartment-studio-apartment-dx-living-donnybrook-road-dublin-4/5926596
2175,1,1,Apartment,"East Wharf, East Wall Road, Dublin 3",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-east-wharf-east-wall-road-dublin-3/5920513
2695,2,2,Apartment,"East Wharf, East Wall Road, Dublin 3",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-east-wharf-east-wall-road-dublin-3/5920511
2075,1,1,Apartment,"Easra Court , Collins Avenue, Killester, Dublin 5",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-easra-court-collins-avenue-killester-dublin-5/6105825
2575,2,2,Apartment,"Easra Court , Collins Avenue, Killester, Dublin 5",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-easra-court-collins-avenue-killester-dublin-5/6105826
2275,0,0,Studio,"Spencer Place, Spencer Place, Dublin 1",https://www.daft.ie/for-rent/studio-apartment--studio-spencer-place-spencer-place-dublin-1/4678956
2600,1,1,Apartment,"Spencer Place, Spencer Place, Dublin 1",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-spencer-place-spencer-place-dublin-1/4097381
4072,3,2,House,"Oatlands Manor, Cherrygarth, Mount Merrion, Co. Dublin",https://www.daft.ie/for-rent/house-3-bedroom-duplex-oatlands-manor-cherrygarth-mount-merrion-co-dublin/5353889
2397,1,1,Apartment,"One Lime Street, Docklands, Dublin 2",https://www.daft.ie/for-rent/apartment-one-bedroom-one-lime-street-docklands-dublin-2/4636155
3300,2,1,Apartment,"One Lime Street, Docklands, Dublin 2",https://www.daft.ie/for-rent/apartment-two-bedroom-one-lime-street-docklands-dublin-2/4636153
5000,1,1,Apartment,"Lansdowne Place, Lansdowne Road, Dublin 4",https://www.daft.ie/for-rent/apartment-the-harvey-lansdowne-place-lansdowne-road-dublin-4/6017135
6250,2,2,Apartment,"Lansdowne Place, Lansdowne Road, Dublin 4",https://www.daft.ie/for-rent/apartment-the-barrington-lansdowne-place-lansdowne-road-dublin-4/6124626
6700,2,2,Apartment,"Lansdowne Place, Lansdowne Road, Dublin 4",https://www.daft.ie/for-rent/apartment-the-blake-lansdowne-place-lansdowne-road-dublin-4/5956423
2350,1,1,Apartment,"U HX, Harolds Cross Road, Dublin 6W",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-u-hx-harolds-cross-road-dublin-6w/4479085
2850,2,2,Apartment,"U HX, Harolds Cross Road, Dublin 6W",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-u-hx-harolds-cross-road-dublin-6w/4479087
1958,1,1,Apartment,"Charlotte Apartments, Honeypark, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bedroom-apartment-charlotte-apartments-honeypark-dun-laoghaire-co-dublin/2589785
2364,2,2,Apartment,"Charlotte Apartments, Honeypark, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/apartment-2-bedroom-apartment-charlotte-apartments-honeypark-dun-laoghaire-co-dublin/2623735
2675,1,1,Apartment,"Opus, 6 Hanover Quay, Grand Canal Dock, Dublin 2",https://www.daft.ie/for-rent/apartment-one-bedroom-apartment-opus-6-hanov-opus-6-hanover-quay-grand-canal-dock-dublin-2/6041778
3968,2,2,Apartment,"Opus, 6 Hanover Quay, Grand Canal Dock, Dublin 2",https://www.daft.ie/for-rent/apartment-2-bed-apartment-with-water-views-opus-6-hanover-quay-hanover-quay-dublin-2/1442730
2800,2,2,Apartment,"Seafield Strand, Greenfield Road, Sutton, Dublin 13",https://www.daft.ie/for-rent/apartment-2-bed-seafield-strand-seafield-strand-greenfield-road-sutton-dublin-13/5460596
2184,1,1,Apartment,"The Lookout , Harbour Road, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bed-apartment-the-lookout-harbour-road-dalkey-co-dublin/5525099
3471,2,2,Apartment,"The Locks, Charlemont Square, Dublin 2, Charlemont Street, Dublin 2",https://www.daft.ie/for-rent/apartment-apt-14-lock-gate-4-the-locks-charlemont-square-dublin-2-charlemont-street-dublin-2/6143611
3550,2,2,Apartment,"The Locks, Charlemont Square, Dublin 2, Charlemont Street, Dublin 2",https://www.daft.ie/for-rent/apartment-two-bed-15-gate-house-the-locks-charlemont-squa-the-locks-charlemont-square-dublin-2-charlemont-street-dublin-2/5874485
4000,4,4,House,"Drumkeen, Glenamuck Road, Carrickmines, Dublin 18",https://www.daft.ie/for-rent/house-4-bedroom-4-bathroom-house-drumkeen-carrickmi-drumkeen-glenamuck-road-carrickmines-dublin-18/5646010
1832,0,0,Studio,"Barnoaks, The Green, Citywest, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-studios-barnoaks-the-green-citywest-co-dublin/5641635
1980,1,1,Apartment,"Barnoaks, The Green, Citywest, Co. Dublin",https://www.daft.ie/for-rent/apartment-1-bed-barnoaks-the-green-citywest-co-dublin/5527929
2177,1,1,Apartment,"U Clay Farm, Clay Farm Leopardstown, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-4th-floor-1-bedroom-u-clay-farm-clay-farm-leopardstown-leopardstown-dublin-18/3946910
2669,2,2,Apartment,"U Clay Farm, Clay Farm Leopardstown, Leopardstown, Dublin 18",https://www.daft.ie/for-rent/apartment-2-bed-apartment-u-clay-farm-clay-farm-leopardstown-leopardstown-dublin-18/5983988
2696,2,2,House,"Castle Walk, Castle Way, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/house-2-bedroom-house-castle-walk-castle-way-cherrywood-co-dublin/4494414
